Item Description,Item #,Inv Date,UOM ,Qty ,Sum of extprice,
,,09-Nov-15,CS,3,$71.16,CA
,,09-Nov-15,EACH,4,$12.40,CA
,,02-Nov-15,CS,2,$47.76,CA
,,02-Nov-15,EACH,4,$12.40,CA
,,05-Nov-15,CS,1,$23.88,CA
,,05-Nov-15,EACH,4,$12.40,CA
,,30-Nov-15,CS,3,$71.31,CA
,,30-Nov-15,EACH,4,$12.40,CA
,,03-Nov-15,CS,2,$47.76,CA
,,03-Nov-15,EACH,6,$18.60,CA
,,10-Nov-15,EACH,10,$31.00,CA
,,17-Nov-15,EACH,-3,-$9.24,CA
,,04-Nov-15,CS,1,$23.88,CA
CARROTS BABY PEELED 30/1 LB Total,,,,44,$384.95,
CARROTS MATCHSTICK SHRED 4/5 LB,6080,16-Nov-15,CS,1,$16.79,CA
,,16-Nov-15,EACH,1,$6.45,CA
,,09-Nov-15,EACH,1,$6.45,CA
,,02-Nov-15,EACH,1,$6.39,CA
,,12-Nov-15,EACH,4,$25.80,CA
,,19-Nov-15,EACH,2,$12.90,CA
,,05-Nov-15,CS,1,$16.57,CA
,,05-Nov-15,EACH,2,$12.78,CA
,,30-Nov-15,EACH,3,$22.83,CA
,,03-Nov-15,EACH,2,$12.78,CA
,,10-Nov-15,EACH,1,$6.45,CA
CARROTS MATCHSTICK SHRED 4/5 LB Total,,,,19,$146.19,
CELERY SLEEVED 30/36 CT,2660,12-Nov-15,EACH,3,$10.23,CA
CELERY SLEEVED 30/36 CT Total,,,,3,$10.23,
CELERY STICKS 4/5 LB,6110,16-Nov-15,CS,1,$38.45,CA
,,09-Nov-15,CS,1,$34.45,CA
,,09-Nov-15,EACH,3,$32.58,CA
,,02-Nov-15,CS,1,$25.52,CA
,,02-Nov-15,EACH,6,$51.78,CA
,,12-Nov-15,EACH,4,$43.44,CA
,,05-Nov-15,CS,1,$25.52,CA
,,30-Nov-15,CS,1,$38.95,CA
,,30-Nov-15,EACH,6,$71.94,CA
CELERY STICKS 4/5 LB Total,,,,24,$362.63,
CILANTRO 60 CT USA,5235,09-Nov-15,CS,1,$17.36,CA
,,10-Nov-15,CS,0,$0.00,CA
CILANTRO 60 CT USA Total,,,,1,$17.36,
CUCUMBER HOT HOUSE 12 CT,2690,16-Nov-15,CS,3,$49.14,CA
,,09-Nov-15,CS,1,$14.95,CA
,,02-Nov-15,CS,1,$17.95,CA
,,05-Nov-15,CS,2,$35.90,CA
,,30-Nov-15,CS,7,$110.88,CA
,,04-Nov-15,CS,1,$17.95,CA
CUCUMBER HOT HOUSE 12 CT Total,,,,15,$246.77,
CUCUMBER KIRBY 50 LB,2700,16-Nov-15,CS,5,$172.15,FL
,,30-Nov-15,CS,4,$125.80,FL
CUCUMBER KIRBY 50 LB Total,,,,9,$297.95,
CUCUMBER SELECT 1-1/9 BU,2710,16-Nov-15,CS,1,$13.12,FL
,,09-Nov-15,3 #,1,$2.91,FL
,,02-Nov-15,3 #,1,$3.04,FL
,,12-Nov-15,3 #,5,$14.55,FL
,,12-Nov-15,CS,1,$11.28,FL
,,19-Nov-15,3 #,3,$9.06,FL
,,05-Nov-15,3 #,7,$21.28,FL
,,05-Nov-15,CS,1,$13.37,FL
,,30-Nov-15,3 #,3,$10.56,FL
,,03-Nov-15,3 #,6,$18.24,FL
,,10-Nov-15,3 #,3,$8.73,FL
,,17-Nov-15,3 #,3,$9.06,FL
CUCUMBER SELECT 1-1/9 BU Total,,,,35,$135.20,
EGGS LARGE 15 DZ USA,7910,16-Nov-15,CS,1,$27.85,FL
,,02-Nov-15,CS,2,$50.90,FL
,,19-Nov-15,CS,1,$27.85,FL
,,03-Nov-15,CS,1,$25.45,FL
,,10-Nov-15,CS,3,$76.35,FL
EGGS LARGE 15 DZ USA Total,,,,8,$208.40,
GRAPES GREEN SEEDLESS,1760,09-Nov-15,CS,1,$25.38,CA
,,02-Nov-15,CS,1,$27.32,CA
,,12-Nov-15,2 #,1,$5.63,CA
,,30-Nov-15,CS,1,$36.45,CA
,,03-Nov-15,CS,1,$27.32,CA
,,17-Nov-15,CS,2,$54.68,CA
,,04-Nov-15,CS,2,$54.64,CA
GRAPES GREEN SEEDLESS Total,,,,9,$231.42,
KALE GREEN 24 CT USA,2140,16-Nov-15,CS,1,$14.95,SC
,,16-Nov-15,EA,10,$30.00,SC
,,09-Nov-15,CS,4,$59.80,SC
,,09-Nov-15,EA,14,$42.00,SC
,,02-Nov-15,CS,2,$26.90,SC
,,02-Nov-15,EA,17,$49.64,SC
,,12-Nov-15,CS,5,$74.75,SC
,,12-Nov-15,EA,6,$18.00,SC
,,19-Nov-15,CS,3,$44.85,SC
,,19-Nov-15,EA,16,$48.00,SC
,,05-Nov-15,CS,4,$53.80,SC
,,05-Nov-15,EA,6,$17.52,SC
,,30-Nov-15,CS,4,$59.80,SC
,,30-Nov-15,EA,4,$12.00,SC
,,20-Nov-15,CS,-1,-$14.95,SC
,,03-Nov-15,CS,4,$53.80,SC
,,03-Nov-15,EA,15,$43.80,SC
,,10-Nov-15,CS,5,$74.75,SC
,,10-Nov-15,EA,16,$48.00,SC
,,17-Nov-15,CS,3,$44.85,SC
,,17-Nov-15,EA,13,$39.00,SC
,,18-Nov-15,CS,-1,-$14.95,SC
KALE GREEN 24 CT USA Total,,,,150,$826.31,
LEMONS 165 CT,1640,16-Nov-15,DOZ,2,$8.52,CA
,,12-Nov-15,DOZ,5,$21.70,CA
,,19-Nov-15,DOZ,1,$4.26,CA
,,05-Nov-15,DOZ,3,$13.77,CA
,,30-Nov-15,DOZ,2,$8.56,CA
,,10-Nov-15,DOZ,1,$4.34,CA
LEMONS 165 CT Total,,,,14,$61.15,
"LETTUCE 1/8"" SHRED 4/5 LB",6180,16-Nov-15,CS,4,$90.36,CA
,,16-Nov-15,EACH,1,$7.90,CA
,,09-Nov-15,CS,4,$86.36,CA
,,09-Nov-15,EACH,3,$22.95,CA
,,02-Nov-15,CS,6,$89.52,CA
,,12-Nov-15,CS,1,$21.59,CA
,,12-Nov-15,EACH,8,$61.20,CA
,,19-Nov-15,EACH,3,$23.70,CA
,,05-Nov-15,CS,1,$14.92,CA
,,05-Nov-15,EACH,10,$59.80,CA
,,30-Nov-15,CS,3,$67.77,CA
,,30-Nov-15,EACH,2,$15.80,CA
,,03-Nov-15,CS,4,$59.68,CA
,,03-Nov-15,EACH,3,$17.94,CA
,,10-Nov-15,CS,5,$107.95,CA
,,10-Nov-15,EACH,6,$45.90,CA
,,17-Nov-15,CS,4,$90.36,CA
,,17-Nov-15,EACH,3,$23.70,CA
"LETTUCE 1/8"" SHRED 4/5 LB Total",,,,71,$907.40,
LETTUCE SWEET SPRING MIX 3/1 LB,2220,19-Nov-15,CS,2,$21.90,CA
,,05-Nov-15,CS,1,$9.35,CA
,,30-Nov-15,CS,1,$10.95,CA
,,17-Nov-15,CS,1,$10.95,CA
,,04-Nov-15,CS,1,$9.35,CA
LETTUCE SWEET SPRING MIX 3/1 LB Total,,,,6,$62.50,
ONIONS RED JUMBO 25 LB,4810,16-Nov-15,5 #,1,$7.44,TX
,,02-Nov-15,5 #,1,$7.30,TX
,,05-Nov-15,CS,1,$20.21,TX
,,30-Nov-15,5 #,1,$6.85,TX
ONIONS RED JUMBO 25 LB Total,,,,4,$41.80,
ONIONS YELLOW JUMBO ROUND 50 LB,4850,16-Nov-15,5 #,1,$4.99,TX
,,09-Nov-15,5 #,5,$20.70,TX
,,02-Nov-15,5 #,2,$8.28,TX
,,12-Nov-15,5 #,4,$16.56,TX
,,19-Nov-15,5 #,1,$4.99,TX
,,05-Nov-15,5 #,3,$12.42,TX
,,30-Nov-15,5 #,1,$3.97,TX
,,03-Nov-15,5 #,3,$12.42,TX
,,10-Nov-15,5 #,15,$62.10,TX
,,17-Nov-15,5 #,3,$14.97,TX
,,11-Nov-15,5 #,-10,-$41.40,TX
ONIONS YELLOW JUMBO ROUND 50 LB Total,,,,28,$120.00,
PEARS BOSC 70/100,1890,30-Nov-15,CS,39,"$1,116.96",WA
PEARS BOSC 70/100 Total,,,,39,"$1,116.96",
PEARS D'ANJOU 90,1930,12-Nov-15,CS,6,$182.34,WA
,,19-Nov-15,CS,2,$71.60,WA
,,05-Nov-15,CS,1,$30.39,WA
,,03-Nov-15,CS,2,$60.78,WA
PEARS D'ANJOU 90 Total,,,,11,$345.11,
PEPPER GREEN LARGE 1-1/9 BU,2820,16-Nov-15,5 #,3,$21.06,FL
,,09-Nov-15,5 #,3,$19.59,FL
,,09-Nov-15,CS,2,$34.22,FL
,,02-Nov-15,5 #,4,$25.68,FL
,,12-Nov-15,5 #,9,$58.77,FL
,,19-Nov-15,5 #,2,$14.04,FL
,,05-Nov-15,5 #,6,$38.52,FL
,,05-Nov-15,CS,1,$16.68,FL
,,30-Nov-15,5 #,3,$24.21,FL
,,03-Nov-15,5 #,6,$38.52,FL
,,03-Nov-15,CS,1,$16.68,FL
,,10-Nov-15,5 #,5,$32.65,FL
,,17-Nov-15,5 #,1,$7.02,FL
PEPPER GREEN LARGE 1-1/9 BU Total,,,,46,$347.64,
PEPPER RED 1-1/9 BU,2870,03-Nov-15,2 #,1,$6.65,FL
,,10-Nov-15,2 #,1,$6.71,FL
PEPPER RED 1-1/9 BU Total,,,,2,$13.36,
PINEAPPLE GOLDEN 6/7 CT COSTA RICA,1960,05-Nov-15,EACH,2,$10.48,COSTA RICA
PINEAPPLE GOLDEN 6/7 CT COSTA RICA Total,,,,2,$10.48,
POTATOES IDAHO 100 CT CARTON,4310B,05-Nov-15,CS,1,$19.30,ID
POTATOES IDAHO 100 CT CARTON Total,,,,1,$19.30,
RADISH RED 14/1 LB,3007,05-Nov-15,EA,1,$3.36,FL
,,03-Nov-15,EA,1,$3.36,FL
RADISH RED 14/1 LB Total,,,,2,$6.72,
ROMAINE CHOPPED 6/2 LB,6300,16-Nov-15,CS,12,$233.40,CA
,,09-Nov-15,CS,10,$194.50,CA
,,02-Nov-15,CS,13,$226.85,CA
,,12-Nov-15,CS,11,$213.95,CA
,,19-Nov-15,CS,6,$116.70,CA
,,05-Nov-15,CS,12,$209.40,CA
,,30-Nov-15,CS,9,$204.30,CA
,,03-Nov-15,CS,7,$122.15,CA
,,10-Nov-15,CS,5,$97.25,CA
,,10-Nov-15,EACH,2,$11.90,CA
,,17-Nov-15,CS,4,$77.80,CA
,,17-Nov-15,EACH,6,$35.70,CA
ROMAINE CHOPPED 6/2 LB Total,,,,97,"$1,743.90",
SALAD SEPARATE W/COLOR 4/5 LB,6340,19-Nov-15,EA,1,$8.18,CA
,,03-Nov-15,EA,2,$12.56,CA
,,10-Nov-15,CS,2,$42.50,CA
,,17-Nov-15,CS,1,$22.25,CA
,,17-Nov-15,EA,2,$16.36,CA
,,04-Nov-15,CS,1,$15.12,CA
SALAD SEPARATE W/COLOR 4/5 LB Total,,,,9,$116.97,
SPINACH 4/2.5 LB,2320,04-Nov-15,CS,1,$19.95,CA
SPINACH 4/2.5 LB Total,,,,1,$19.95,
TOMATOES 6X6 25 LB,5880,16-Nov-15,CS,1,$16.54,FL
,,09-Nov-15,CS,2,$45.90,FL
,,02-Nov-15,CS,2,$53.80,FL
,,12-Nov-15,5 #,2,$15.98,FL
,,12-Nov-15,CS,1,$22.95,FL
,,19-Nov-15,5 #,2,$12.78,FL
,,05-Nov-15,5 #,5,$44.90,FL
,,05-Nov-15,CS,4,$107.60,FL
,,30-Nov-15,5 #,3,$17.76,FL
,,30-Nov-15,CS,3,$43.98,FL
,,03-Nov-15,5 #,2,$17.96,FL
,,03-Nov-15,CS,2,$53.80,FL
,,10-Nov-15,5 #,4,$31.96,FL
,,10-Nov-15,CS,2,$45.90,FL
,,17-Nov-15,5 #,2,$12.78,FL
,,17-Nov-15,CS,2,$33.08,FL
,,04-Nov-15,CS,1,$26.90,FL
TOMATOES 6X6 25 LB Total,,,,40,$604.57,
TOMATOES CHERRY 12/1 PINT,5820,16-Nov-15,CS,3,$41.55,FL
,,09-Nov-15,CS,1,$20.59,FL
,,02-Nov-15,CS,4,$87.36,FL
,,12-Nov-15,CS,2,$41.18,FL
,,12-Nov-15,EACH,4,$17.24,FL
,,19-Nov-15,CS,2,$27.70,FL
,,30-Nov-15,CS,3,$41.55,FL
TOMATOES CHERRY 12/1 PINT Total,,,,19,$277.17,
TOMATOES GRAPE 12/1 PINT,5840,16-Nov-15,CS,6,$95.10,FL
,,09-Nov-15,CS,6,$105.54,FL
,,02-Nov-15,CS,4,$75.36,FL
,,12-Nov-15,CS,6,$105.54,FL
,,05-Nov-15,CS,5,$94.20,FL
,,05-Nov-15,EACH,6,$22.92,FL
,,30-Nov-15,CS,4,$49.80,FL
,,03-Nov-15,CS,6,$113.04,FL
,,03-Nov-15,EACH,6,$22.92,FL
,,10-Nov-15,CS,1,$17.59,FL
,,10-Nov-15,EACH,4,$14.88,FL
,,17-Nov-15,CS,3,$47.55,FL
,,17-Nov-15,EACH,4,$14.28,FL
TOMATOES GRAPE 12/1 PINT Total,,,,61,$778.72,
GRAPES RED SEEDLESS,1750,16-Nov-15,CS,2,$46.68,CA
,,09-Nov-15,CS,2,$46.76,CA
,,02-Nov-15,CS,2,$50.64,CA
,,12-Nov-15,2 #,1,$5.17,CA
,,12-Nov-15,CS,3,$70.14,CA
,,05-Nov-15,CS,2,$50.64,CA
,,30-Nov-15,CS,2,$47.00,CA
,,03-Nov-15,CS,4,$101.28,CA
,,10-Nov-15,CS,3,$70.14,CA
,,17-Nov-15,CS,2,$46.68,CA
GRAPES RED SEEDLESS Total,,,,23,$535.13,
ORANGE CA 138,1690,16-Nov-15,CS,20,$454.60,CA
,,09-Nov-15,CS,22,$544.06,CA
,,02-Nov-15,CS,16,$430.24,CA
,,12-Nov-15,CS,20,$494.60,CA
,,19-Nov-15,CS,18,$409.14,CA
,,05-Nov-15,CS,26,$699.14,CA
,,30-Nov-15,CS,20,$440.00,CA
,,03-Nov-15,CS,26,$699.14,CA
,,10-Nov-15,CS,25,$618.25,CA
,,17-Nov-15,CS,26,$590.98,CA
ORANGE CA 138 Total,,,,219,"$5,380.15",
SQUASH YELLOW MEDIUM,4160,30-Nov-15,CS,8,$106.96,FL
SQUASH YELLOW MEDIUM Total,,,,8,$106.96,
KIWI TRAY 27/36,1780,12-Nov-15,CS,8,$99.60,ITALY
,,19-Nov-15,CS,8,$99.60,ITALY
,,05-Nov-15,CS,2,$24.40,ITALY
KIWI TRAY 27/36 Total,,,,18,$223.60,
APPLE GALA WEDGES   50/2 OZ,1165,16-Nov-15,CS,79,"$1,734.05",WA
,,17-Nov-15,CS,-3,-$65.85,WA
APPLE GALA WEDGES   50/2 OZ Total,,,,76,"$1,668.20",
APPLE GOLD DEL WEDGES 50/2 OZ,1185,09-Nov-15,CS,79,"$2,366.05",WA
APPLE GOLD DEL WEDGES 50/2 OZ Total,,,,79,"$2,366.05",
APPLE HONEY CRISP WEDGES 50/2 OZ,1222,02-Nov-15,CS,90,"$5,305.50",WA
APPLE HONEY CRISP WEDGES 50/2 OZ Total,,,,90,"$5,305.50",
BANANAS PLANTAIN  PROCESSED 50 LB,1522,02-Nov-15,CS,20,$553.80,EQUAOR
BANANAS PLANTAIN  PROCESSED 50 LB Total,,,,20,$553.80,
BEANS GREEN CUT 2/5 LB USA,6010,16-Nov-15,CS,3,$74.40,FL
,,30-Nov-15,CS,28,$566.72,FL
BEANS GREEN CUT 2/5 LB USA Total,,,,31,$641.12,
CABBAGE BOK CHOY 30 LB,2520,09-Nov-15,CS,27,$861.30,CA
CABBAGE BOK CHOY 30 LB Total,,,,27,$861.30,
KUMQUATS 10 #,1687,30-Nov-15,CS,22,$548.90,FL
KUMQUATS 10 # Total,,,,22,$548.90,
LETTUCE ARTISAN 8 LB,2215,09-Nov-15,CS,33,$686.40,CA
,,10-Nov-15,CS,8,$166.40,CA
LETTUCE ARTISAN 8 LB Total,,,,41,$852.80,
ORANGE/MEYER LEMON WEDGE COMBO 50/2,1704,16-Nov-15,CS,79,"$2,524.05",CA
,,17-Nov-15,CS,-5,-$159.75,CA
ORANGE/MEYER LEMON WEDGE COMBO 50/2 Total,,,,74,"$2,364.30",
PARSNIP COINS   50/2 OZ,3066,16-Nov-15,CS,79,"$2,682.05",CA
,,17-Nov-15,CS,-5,-$169.75,CA
PARSNIP COINS   50/2 OZ Total,,,,74,"$2,512.30",
SQUASH SPAGHETTI 35 LB,4140,30-Nov-15,CS,26,$649.48,FL
SQUASH SPAGHETTI 35 LB Total,,,,26,$649.48,
TOMATO CHERRY & GRAPE 50/2 OZ,5847,02-Nov-15,CS,90,"$2,740.50",FL
TOMATO CHERRY & GRAPE 50/2 OZ Total,,,,90,"$2,740.50",
CILANTRO 10/3 CT,5240,12-Nov-15,3 EA,3,$11.88,CA
,,05-Nov-15,3 EA,2,$7.94,CA
,,10-Nov-15,3 EA,2,$7.92,CA
CILANTRO 10/3 CT Total,,,,7,$27.74,
PEARS BARTLETT 80/90,1880,16-Nov-15,CS,4,$97.56,WA
,,09-Nov-15,CS,4,$97.56,WA
,,02-Nov-15,CS,5,$121.95,WA
,,12-Nov-15,CS,1,$24.39,WA
,,05-Nov-15,CS,3,$73.17,WA
,,30-Nov-15,CS,4,$113.36,WA
,,03-Nov-15,CS,4,$97.56,WA
,,10-Nov-15,CS,4,$97.56,WA
,,17-Nov-15,CS,1,$24.39,WA
PEARS BARTLETT 80/90 Total,,,,30,$747.50,
BROCCOLI FLORETS 6/3 LB,2490,04-Nov-15,CS,1,$25.46,CA
BROCCOLI FLORETS 6/3 LB Total,,,,1,$25.46,
CUCUMBER KIRBY  50/2 OZ,2702,16-Nov-15,CS,46,"$1,101.70",FL
CUCUMBER KIRBY  50/2 OZ Total,,,,46,"$1,101.70",
CABBAGE GRN SHRED 4/5  W/SEP COLOR,6040,12-Nov-15,CS,1,$17.87,CA
CABBAGE GRN SHRED 4/5  W/SEP COLOR Total,,,,1,$17.87,
GREENS COLLARD SHREDDED 6/2#  USA,6151,09-Nov-15,CS,1,$16.45,SC
,,12-Nov-15,CS,1,$16.45,SC
GREENS COLLARD SHREDDED 6/2#  USA Total,,,,2,$32.90,
ROMAINE LINER 24 CT,2270,09-Nov-15,CS,1,$37.45,CA
,,02-Nov-15,CS,1,$26.25,CA
,,12-Nov-15,CS,1,$37.45,CA
,,05-Nov-15,CS,2,$52.50,CA
,,03-Nov-15,CS,1,$26.25,CA
,,10-Nov-15,CS,1,$37.45,CA
,,17-Nov-15,CS,1,$29.39,CA
ROMAINE LINER 24 CT Total,,,,8,$246.74,
POTATO SWEET JUMBO 40 LB,4610,12-Nov-15,CS,1,$14.95,NC
POTATO SWEET JUMBO 40 LB Total,,,,1,$14.95,
6085 CARROTS 100/2 OZ,200,17-Nov-15,CS,3,$0.00,CA
6085 CARROTS 100/2 OZ Total,,,,3,$0.00,
Customer Product Pick Up,200,17-Nov-15,CS,1,$0.00,N/A
Customer Product Pick Up Total,,,,1,$0.00,
PQ - REF INV# 916943 - 11/10,200,17-Nov-15,CS,1,$0.00,N/A
PQ - REF INV# 916943 - 11/10 Total,,,,1,$0.00,
APPLES GRANNY SMITH 125,1215,22-Feb-16,CS,7,$229.32,WA
,,12-Feb-16,CS,6,$185.10,WA
,,08-Feb-16,,8,$246.80,WA
,,18-Feb-16,CS,19,$622.44,WA
,,25-Feb-16,CS,9,$292.05,WA
,,29-Feb-16,CS,6,$194.70,WA
,,11-Feb-16,CS,15,$462.75,WA
,,01-Feb-16,CS,8,$241.52,WA
,,02-Feb-16,CS,18,$555.30,WA
,,04-Feb-16,CS,10,$308.50,WA
,,09-Feb-16,CS,22,$678.70,WA
,,16-Feb-16,CS,29,$950.04,WA
,,23-Feb-16,CS,18,$584.10,WA
APPLES GRANNY SMITH 125 Total,,,,175,"$5,551.32",
APPLES RED DEL 125 XF,1390,22-Feb-16,CS,16,$460.16,WA
,,12-Feb-16,CS,16,$492.16,WA
,,08-Feb-16,,22,$676.72,WA
,,18-Feb-16,CS,28,$805.28,WA
,,25-Feb-16,CS,27,$835.65,WA
,,29-Feb-16,CS,16,$495.20,WA
,,11-Feb-16,CS,35,"$1,076.60",WA
,,01-Feb-16,CS,17,$513.23,WA
,,02-Feb-16,CS,34,$980.90,WA
,,04-Feb-16,CS,34,$980.90,WA
,,09-Feb-16,CS,32,$984.32,WA
,,16-Feb-16,CS,32,$920.32,WA
,,23-Feb-16,CS,32,$990.40,WA
,,03-Feb-16,CS,-1,-$28.85,WA
APPLES RED DEL 125 XF Total,,,,340,"$10,182.99",
BANANAS IP 150 CT,1502,22-Feb-16,CS,24,$502.80,GUATEMALA
,,12-Feb-16,CS,17,$356.15,GUATEMALA
,,08-Feb-16,,24,$502.80,GUATEMALA
,,18-Feb-16,CS,18,$377.10,GUATEMALA
,,25-Feb-16,CS,14,$300.30,GUATEMALA
,,29-Feb-16,CS,52,"$1,115.40",GUATEMALA
,,11-Feb-16,CS,20,$419.00,GUATEMALA
,,15-Feb-16,CS,-1,-$20.95,GUATEMALA
,,01-Feb-16,CS,20,$419.00,GUATEMALA
,,02-Feb-16,CS,20,$419.00,GUATEMALA
,,04-Feb-16,CS,15,$314.25,GUATEMALA
,,09-Feb-16,CS,22,$460.90,GUATEMALA
,,16-Feb-16,CS,22,$460.90,GUATEMALA
,,23-Feb-16,CS,10,$214.50,GUATEMALA
BANANAS IP 150 CT Total,,,,277,"$5,841.15",
BANANAS No 1 PREMIUM 40 LB GT,1505,23-Feb-16,CS,10,$209.50,GUATEMALA
BANANAS No 1 PREMIUM 40 LB GT Total,,,,10,$209.50,
BERRIES BLUE 12/6 OZ,1549,22-Feb-16,CS,1,$20.48,FL
,,08-Feb-16,,1,$20.40,FL
,,02-Feb-16,CS,2,$76.90,FL
,,09-Feb-16,EA,1,$3.95,FL
,,23-Feb-16,EA,1,$4.00,FL
BERRIES BLUE 12/6 OZ Total,,,,6,$125.73,
BERRIES STRAW DRISCOLL 8/1 LB,1570,12-Feb-16,CS,2,$68.84,CA
,,08-Feb-16,,2,$68.84,CA
,,29-Feb-16,CS,2,$51.90,CA
,,01-Feb-16,CS,3,$78.15,CA
,,02-Feb-16,CS,3,$113.85,CA
,,04-Feb-16,CS,2,$75.90,CA
,,16-Feb-16,CS,1,$34.42,CA
,,23-Feb-16,EACH,1,$6.38,CA
BERRIES STRAW DRISCOLL 8/1 LB Total,,,,16,$498.28,
BROCCOLI FLORETS---4/3 LB---,2506,22-Feb-16,CS,5,$129.75,CA
,,22-Feb-16,EA,2,$17.48,CA
,,12-Feb-16,CS,3,$71.64,CA
,,12-Feb-16,EA,3,$24.66,CA
,,08-Feb-16,,12,$176.94,CA
,,18-Feb-16,CS,1,$25.95,CA
,,18-Feb-16,EA,6,$52.44,CA
,,25-Feb-16,CS,3,$74.85,CA
,,25-Feb-16,EA,3,$25.47,CA
,,29-Feb-16,CS,3,$74.85,CA
,,29-Feb-16,EA,7,$59.43,CA
,,11-Feb-16,CS,4,$95.52,CA
,,11-Feb-16,EA,7,$57.54,CA
,,15-Feb-16,EA,-2,-$16.44,CA
,,01-Feb-16,CS,2,$51.90,CA
,,01-Feb-16,EA,5,$43.70,CA
,,02-Feb-16,CS,2,$55.76,CA
,,02-Feb-16,EA,5,$46.10,CA
,,04-Feb-16,CS,1,$27.88,CA
,,04-Feb-16,EA,9,$82.98,CA
,,09-Feb-16,CS,2,$47.76,CA
,,09-Feb-16,EA,4,$32.88,CA
,,16-Feb-16,CS,3,$77.85,CA
,,16-Feb-16,EA,8,$69.92,CA
,,23-Feb-16,CS,3,$74.85,CA
,,23-Feb-16,EA,5,$42.45,CA
,,10-Feb-16,EA,-1,-$8.22,CA
BROCCOLI FLORETS---4/3 LB--- Total,,,,105,"$1,515.89",
CABBAGE GREEN CTN 16-18 CT,2530,29-Feb-16,CS,1,$14.95,NC
,,04-Feb-16,CS,1,$19.95,NC
,,16-Feb-16,EACH,2,$7.10,NC
CABBAGE GREEN CTN 16-18 CT Total,,,,4,$42.00,
CARROT STICKS 4/5 LB,6060,09-Feb-16,EA,1,$12.17,CA
CARROT STICKS 4/5 LB Total,,,,1,$12.17,
CARROTS 100/2 OZ,6085,22-Feb-16,CS,4,$73.72,CA
,,12-Feb-16,CS,4,$72.76,CA
,,08-Feb-16,,4,$72.76,CA
,,18-Feb-16,CS,7,$129.01,CA
,,25-Feb-16,CS,7,$139.65,CA
,,29-Feb-16,CS,5,$99.75,CA
,,11-Feb-16,CS,4,$72.76,CA
,,01-Feb-16,CS,4,$74.52,CA
,,02-Feb-16,CS,6,$109.32,CA
,,04-Feb-16,CS,4,$72.88,CA
,,09-Feb-16,CS,5,$90.95,CA
,,16-Feb-16,CS,14,$258.02,CA
,,23-Feb-16,CS,4,$79.80,CA
CARROTS 100/2 OZ Total,,,,72,"$1,345.90",
CARROTS MATCHSTICK SHRED 4/5 LB,6080,22-Feb-16,EACH,3,$27.12,CA
,,12-Feb-16,EACH,2,$18.08,CA
,,08-Feb-16,,1,$9.04,CA
,,18-Feb-16,CS,1,$27.17,CA
,,18-Feb-16,EACH,3,$27.12,CA
,,25-Feb-16,EACH,1,$9.61,CA
,,29-Feb-16,CS,1,$28.45,CA
,,29-Feb-16,EACH,1,$9.36,CA
,,11-Feb-16,EACH,5,$45.20,CA
,,01-Feb-16,EACH,3,$19.47,CA
,,02-Feb-16,EACH,4,$36.16,CA
,,04-Feb-16,EACH,6,$54.24,CA
,,09-Feb-16,EACH,4,$36.16,CA
,,16-Feb-16,EACH,3,$27.12,CA
,,23-Feb-16,EACH,3,$28.83,CA
CARROTS MATCHSTICK SHRED 4/5 LB Total,,,,41,$403.13,
CELERY SLEEVED 30/36 CT,2660,11-Feb-16,CS,1,$44.57,CA
,,01-Feb-16,EACH,1,$4.11,CA
,,16-Feb-16,EACH,1,$3.84,CA
CELERY SLEEVED 30/36 CT Total,,,,3,$52.52,
CUCUMBER SELECT 1-1/9 BU,2710,22-Feb-16,3 #,13,$51.74,MEXICO
,,22-Feb-16,CS,1,$29.35,MEXICO
,,12-Feb-16,3 #,3,$10.65,MEXICO
,,12-Feb-16,CS,1,$22.16,MEXICO
,,08-Feb-16,,5,$17.75,MEXICO
,,18-Feb-16,3 #,13,$51.74,MEXICO
,,25-Feb-16,3 #,9,$30.78,MEXICO
,,25-Feb-16,CS,1,$19.95,MEXICO
,,29-Feb-16,3 #,4,$13.68,MEXICO
,,29-Feb-16,CS,1,$19.95,MEXICO
,,11-Feb-16,3 #,8,$28.40,MEXICO
,,01-Feb-16,3 #,7,$29.26,MEXICO
,,01-Feb-16,CS,1,$32.80,MEXICO
,,02-Feb-16,3 #,10,$41.70,MEXICO
,,04-Feb-16,3 #,11,$45.87,MEXICO
,,09-Feb-16,3 #,15,$53.25,MEXICO
,,16-Feb-16,3 #,16,$63.68,MEXICO
,,23-Feb-16,3 #,13,$44.46,MEXICO
CUCUMBER SELECT 1-1/9 BU Total,,,,132,$607.17,
EGGS LARGE 15 DZ USA,7910,22-Feb-16,CS,4,$111.40,FL
,,12-Feb-16,CS,0,$0.00,FL
,,08-Feb-16,,3,$84.45,FL
,,18-Feb-16,CS,1,$27.85,FL
,,29-Feb-16,CS,1,$19.95,FL
,,11-Feb-16,CS,3,$84.45,FL
,,15-Feb-16,CS,-1,-$28.15,FL
,,01-Feb-16,CS,2,$37.10,FL
,,02-Feb-16,CS,1,$24.70,FL
,,04-Feb-16,CS,1,$24.70,FL
,,23-Feb-16,CS,1,$27.85,FL
EGGS LARGE 15 DZ USA Total,,,,16,$414.30,
EGGS LARGE 30 DZ USA,7920,09-Feb-16,CS,1,$53.35,FL
EGGS LARGE 30 DZ USA Total,,,,1,$53.35,
GRAPEFRUIT RED 36-40 CT,1620,08-Feb-16,,48,$928.80,FL
